trx_type,tx_desc,menu
ACTIVE_DEBIT_CARD_ABROARD,?,Others
ADD_CREDIT_CARD,?,Others
BLOKIR_SALDO_BERJANGKA,?,Others
BNI_DEBIT_ONLINE_INIT,?,Others
CEK_STATUS_DIGITAL_LOAN,?,Others
CHECK_TRANSACTION_PASSWORD_BDO,?,Others
CREATE_BILLING_TRANSFER_AUTODEBET,?,Others
CREATE_BOOK_REDEEMABLE_SBNRITEL,?,Others
CREATE_DIGITAL_INVOICE,?,Digital_invoice
CREATE_DPLK_ACCOUNT,?,Others
CREATE_UPDATE_SMS_NOTIFICATION,?,Others
DANA_TUNAI_MYCARD,?,Mycard
DEBIT_CARD_DETAILS,?,Others
DELETE_BILLING_AUTODEBET,?,Others
DELETE_BNIDEBITONLINE,?,Others
DELETE_REKENING_DANA_SBNRITEL,?,Others
DELETE_REKENING_SURAT_BERHARGA_SBNRITEL,?,Others
GETDEBITCARDNUMBER,?,Others
GET_BILLER_MY_CARD,?,Mycard
GET_CARD_BY_ACCOUNT,?,Others
GET_FLEKSI_LOAN_OFFER_EFORM,?,Others
GET_INQUIRY_BNI_DEBIT_ONLINE,?,Others
GET_PARAMETER_MOBTUN_KEMITRAAN,?,Others
GET_TENOR_MYCARD,?,Mycard
HOLD_DEBIT_CARD,?,Others
INCREASE_LIMIT_MYCARD,?,Mycard
INQUIRY_AIR,AETRA,Inquiry
INQUIRY_AIR,PALYJA,Inquiry
INQUIRY_AIR,PDAM_BALIKPAPAN,Inquiry
INQUIRY_AIR,PDAM_BANDUNG,Inquiry
INQUIRY_AIR,PDAM_BANJARMASIN,Inquiry
INQUIRY_AIR,PDAM_BOGOR,Inquiry
INQUIRY_AIR,PDAM_BSD,Inquiry
INQUIRY_AIR,PDAM_DJI,Inquiry
INQUIRY_AIR,PDAM_FORTUNA,Inquiry
INQUIRY_AIR,PDAM_KABBOGOR,Inquiry
INQUIRY_AIR,PDAM_MANADO,Inquiry
INQUIRY_AIR,PDAM_MITRACOMM,Inquiry
INQUIRY_AIR,PDAM_MITRACOMM2,Inquiry
INQUIRY_AIR,PDAM_SEMARANG,Inquiry
INQUIRY_AIR,PDAM_SMT,Inquiry
INQUIRY_AIR,PDAM_SURABAYA,Inquiry
INQUIRY_ASURANSI_BPJS,BPJS_KESEHATAN_VA,Inquiry
INQUIRY_ASURANSI_BPJS,BPJS_KETENAGAKERJAAN,Inquiry
INQUIRY_ASURANSI_BPJS,BPJS_TKBPU,Inquiry
INQUIRY_BNI_DEBIT_ONLINE,?,Inquiry
INQUIRY_BNI_LIFE,BNILIFE_BIAYA_CETAK_ULANG_POLIS,Inquiry
INQUIRY_BNI_LIFE,BNILIFE_CETAK_ULANG_POLIS,Inquiry
INQUIRY_BNI_LIFE,BNILIFE_PINJAMAN_POLIS,Inquiry
INQUIRY_BNI_LIFE,BNILIFE_PREMI_LANJUTAN,Inquiry
INQUIRY_BNI_LIFE,BNILIFE_TOPUP_PREMI,Inquiry
INQUIRY_BOOK_ALL_SERIES_SBNRITEL,?,Inquiry
INQUIRY_BOOK_REDEEMABLE_SBNRITEL,?,Inquiry
INQUIRY_CENTRAL_ASIA_RAYA,CAR_OTHER,Inquiry
INQUIRY_CENTRAL_ASIA_RAYA,CAR_REGULER,Inquiry
INQUIRY_CUSTOMER_PROFIL_SBNRITEL,?,Inquiry
INQUIRY_DIGITALLOAN_FLEKSI,?,Inquiry
INQUIRY_INTERNET_SPEEDY,SPEEDY,Inquiry
INQUIRY_INVESTOR_SBNRITEL,?,Inquiry
INQUIRY_ISI_PULSA,AS,Inquiry
INQUIRY_ISI_PULSA,AXIS,Inquiry
INQUIRY_ISI_PULSA,FLEXI,Inquiry
INQUIRY_ISI_PULSA,FREN,Inquiry
INQUIRY_ISI_PULSA,IM3,Inquiry
INQUIRY_ISI_PULSA,INDOSAT,Inquiry
INQUIRY_ISI_PULSA,MENTARI,Inquiry
INQUIRY_ISI_PULSA,THREE,Inquiry
INQUIRY_ISI_PULSA,XL_EXTRA,Inquiry
INQUIRY_ISI_PULSA,XL_REG,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,AMEX,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,ANZ,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,BRI,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,BUKOPIN,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,CITIBANK,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,DANAMON,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,GE,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,HSBC,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,MEGA,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,NIAGA,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,PANIN,Inquiry
INQUIRY_KARTU_KREDIT_ANTAR_BANK,SCB,Inquiry
INQUIRY_KARTU_KREDIT_BNI,?,Inquiry
INQUIRY_KUALA_TANJUNG_MULTIPURPOSE_TERMINAL,KTMT,Inquiry
INQUIRY_MANUAL_ADVICE_PLN_PREPAID,?,Inquiry
INQUIRY_MOBILETUNAI,?,Inquiry
INQUIRY_MOBILETUNAI_DIRISENDIRI,?,Inquiry
INQUIRY_MOBILETUNAI_ORANGLAIN,?,Inquiry
INQUIRY_MOBILE_TUNAI_KEMITRAAN,?,Inquiry
INQUIRY_MPN,MPN_G2_DJA,Inquiry
INQUIRY_MPN,MPN_G2_DJBC,Inquiry
INQUIRY_MPN,MPN_G2_DJP,Inquiry
INQUIRY_MULTIFINANCE,ACC_FINANCE,Inquiry
INQUIRY_MULTIFINANCE,ADIRA_FINANCE,Inquiry
INQUIRY_MULTIFINANCE,BAF,Inquiry
INQUIRY_MULTIFINANCE,FIF,Inquiry
INQUIRY_MULTIFINANCE,KREDITPLUS,Inquiry
INQUIRY_MULTIFINANCE,NSC_FINANCE,Inquiry
INQUIRY_MULTIFINANCE,OTO_FINANCE,Inquiry
INQUIRY_MULTIFINANCE,SMS_FINANCE,Inquiry
INQUIRY_OTR,?,Inquiry
INQUIRY_PASKA_BAYAR_TELEPON,FREN_POSTPAID,Inquiry
INQUIRY_PASKA_BAYAR_TELEPON,HALO,Inquiry
INQUIRY_PASKA_BAYAR_TELEPON,INDOSAT_POSTPAID,Inquiry
INQUIRY_PASKA_BAYAR_TELEPON,MATRIX,Inquiry
INQUIRY_PASKA_BAYAR_TELEPON,TELKOM,Inquiry
INQUIRY_PASKA_BAYAR_TELEPON,THREE_POSTPAID,Inquiry
INQUIRY_PASKA_BAYAR_TELEPON,XPLOR,Inquiry
INQUIRY_PEGADAIAN_KCA,?,Inquiry
INQUIRY_PEGADAIAN_MIKRO,?,Inquiry
INQUIRY_PEGADAIAN_TABUNGAN_EMAS,?,Inquiry
INQUIRY_PEMBAYARAN_BNP2TKI,TKI,Inquiry
INQUIRY_PEMBAYARAN_JICT,JICT,Inquiry
INQUIRY_PEMBAYARAN_PAJAK_DAERAH,BPHTB,Inquiry
INQUIRY_PEMBAYARAN_PAJAK_DAERAH,BPHTB_BANYUASIN,Inquiry
INQUIRY_PEMBAYARAN_PAJAK_DAERAH,PAJAKDAERAH,Inquiry
INQUIRY_PEMBAYARAN_PAJAK_DAERAH,PDL,Inquiry
INQUIRY_PEMBAYARAN_PBB,PBB,Inquiry
INQUIRY_PEMBAYARAN_PELINDO1,PELINDO_1,Inquiry
INQUIRY_PEMBAYARAN_PELINDO2,PELINDO_2,Inquiry
INQUIRY_PEMBAYARAN_PELINDO3,PELINDO_3,Inquiry
INQUIRY_PEMBAYARAN_PELUNASAN_HAJI,?,Inquiry
INQUIRY_PEMBAYARAN_PGN,PGN,Inquiry
INQUIRY_PEMBAYARAN_RUMAH_ZAKAT,RUMAH_ZAKAT,Inquiry
INQUIRY_PEMBAYARAN_SAMSAT,SAMSAT_NASIONAL,Inquiry
INQUIRY_PEMBAYARAN_TIKET_RAILINK,RAILINK,Inquiry
INQUIRY_PEMBAYARAN_TPKKOJA,TPK_KOJA,Inquiry
INQUIRY_PEMBELIAN_DIGITAL_VOUCHER,DIGITAL_VOUCHER,Inquiry
INQUIRY_PEMBELIAN_LPG3K,Pertamina LPG3K,Inquiry
INQUIRY_PEMBELIAN_PAKET_DATA,INDOSAT_DATA,Inquiry
INQUIRY_PEMBELIAN_PAKET_DATA,TSELDATA,Inquiry
INQUIRY_PEMBELIAN_PAKET_DATA,XL_DATA,Inquiry
INQUIRY_PEMBELIAN_PLN_PREPAID,?,Inquiry
INQUIRY_PEMBELIAN_TOPUP_LINKCASH,?,Inquiry
INQUIRY_PEMBELIAN_TOPUP_LINKCASH,GOPAY_CUSTOMER,Inquiry
INQUIRY_PEMBELIAN_TOPUP_LINKCASH,GOPAY_DRIVER,Inquiry
INQUIRY_PEMBELIAN_VOUCHER_TV,ORANGETV,Inquiry
INQUIRY_PENDIDIKAN,SBMPTN,Inquiry
INQUIRY_PENDIDIKAN,UMPTKIN,Inquiry
INQUIRY_PENDIDIKAN_SPC,SPCH2H,Inquiry
INQUIRY_PENDIDIKAN_UTBK_LTMPT,SBMPTN,Inquiry
INQUIRY_PERSONAL_LOAN,ANZ_PL,Inquiry
INQUIRY_PERSONAL_LOAN,CITIBANK_PL,Inquiry
INQUIRY_PERSONAL_LOAN,HSBC_PL,Inquiry
INQUIRY_PERSONAL_LOAN,SCB_PL,Inquiry
INQUIRY_PLN_NON_TAGLIS,?,Inquiry
INQUIRY_PLN_POSTPAID,?,Inquiry
INQUIRY_PRUDENTIAL,PRUDENTIAL,Inquiry
INQUIRY_PRUDENTIAL,PRUDENTIAL_PREMI_PERTAMA,Inquiry
INQUIRY_REKENING_SURAT_BERHARGA_SBNRITEL,?,Inquiry
INQUIRY_SMS_NOTIFICATION,?,Inquiry
INQUIRY_TERM_DEPOSIT_RATE,?,Inquiry
INQUIRY_TIKET_KERETA_API,KAI,Inquiry
INQUIRY_TIKET_PENERBANGAN,CITILINK,Inquiry
INQUIRY_TIKET_PENERBANGAN,GARUDA,Inquiry
INQUIRY_TIKET_PENERBANGAN,LIONAIR,Inquiry
INQUIRY_TIKET_PENERBANGAN,SRIWIJAYA,Inquiry
INQUIRY_TOP_UP_AGEN_PENERBANGAN,LION_AIR,Inquiry
INQUIRY_TOP_UP_GOPAY,GOPAY_CUSTOMER,Inquiry
INQUIRY_TOP_UP_GOPAY,GOPAY_DRIVER,Inquiry
INQUIRY_TOP_UP_ISAKU,ISAKU,Inquiry
INQUIRY_TOP_UP_TAPCASH,?,Inquiry
INQUIRY_TOP_UP_UNIKQU,?,Inquiry
INQUIRY_TRANSFER_ANTAR_BANK,?,Inquiry
INQUIRY_TRANSFER_BNI,BNI,Inquiry
INQUIRY_TRANSFER_BNI_UTBK_LTMPT,BNI,Inquiry
INQUIRY_TRANSFER_DANA_PENSIUN,BNI,Inquiry
INQUIRY_TRANSFER_KLIRING,?,Inquiry
INQUIRY_TRANSFER_PEMBAYARAN_VA,?,Inquiry
INQUIRY_TRANSFER_PROXY_BIFAST,?,Inquiry
INQUIRY_TRANSFER_VIRTUAL_ACCOUNT,BNI,Inquiry
INQUIRY_TV_BERLANGGANAN,FIRSTMEDIA,Inquiry
INQUIRY_TV_BERLANGGANAN,INDOVISION,Inquiry
INQUIRY_TV_BERLANGGANAN,TRANSVISION,Inquiry
INSERT_DATA_BNI_OFFERING,?,Others
LINKAGE_DPLK,?,Others
LINKAGE_FINAL_DPLK,?,Others
OPEN_DEPOSIT_ACCOUNT,?,Others
OPEN_DPLK_BNI_SIMPONI,?,Others
OPEN_DPLK_BNI_SIMPONI_INIT,?,Others
OPEN_TAPENAS_ACCOUNT,?,Others
OPEN_TAPENAS_ACCOUNT_INIT,?,Others
OPEN_TAPENAS_SYARIAH_ACCOUNT,?,Others
OPEN_TAPENAS_SYARIAH_ACCOUNT_INIT,?,Others
OPEN_TAPLUS_ACCOUNT,?,Others
OPEN_TAPLUS_ACCOUNT_INIT,?,Others
OPEN_TAPLUS_SYARIAH_ACCOUNT,?,Others
OPEN_TAPLUS_SYARIAH_ACCOUNT_INIT,?,Others
PAYMENT_AIR,AETRA,Utilities Water
PAYMENT_AIR,PALYJA,Utilities Water
PAYMENT_AIR,PDAM_BALIKPAPAN,Utilities Water
PAYMENT_AIR,PDAM_BANDUNG,Utilities Water
PAYMENT_AIR,PDAM_BANJARMASIN,Utilities Water
PAYMENT_AIR,PDAM_BOGOR,Utilities Water
PAYMENT_AIR,PDAM_BSD,Utilities Water
PAYMENT_AIR,PDAM_DJI,Utilities Water
PAYMENT_AIR,PDAM_FORTUNA,Utilities Water
PAYMENT_AIR,PDAM_KABBOGOR,Utilities Water
PAYMENT_AIR,PDAM_MANADO,Utilities Water
PAYMENT_AIR,PDAM_MITRACOMM,Utilities Water
PAYMENT_AIR,PDAM_MITRACOMM2,Utilities Water
PAYMENT_AIR,PDAM_SEMARANG,Utilities Water
PAYMENT_AIR,PDAM_SMT,Utilities Water
PAYMENT_AIR,PDAM_SURABAYA,Utilities Water
PAYMENT_ASURANSI_BPJS,BPJS_KESEHATAN_VA,Asuransi
PAYMENT_ASURANSI_BPJS,BPJS_KETENAGAKERJAAN,Asuransi
PAYMENT_ASURANSI_BPJS,BPJS_TKBPU,Asuransi
PAYMENT_BNI_DEBIT_ONLINE,?,Payment Others
PAYMENT_BNI_LIFE,BNILIFE_BIAYA_CETAK_ULANG_POLIS,Asuransi
PAYMENT_BNI_LIFE,BNILIFE_TOPUP_PREMI,Asuransi
PAYMENT_CENTRAL_ASIA_RAYA,CAR_OTHER,Asuransi
PAYMENT_CENTRAL_ASIA_RAYA,CAR_REGULER,Asuransi
PAYMENT_INTERNET_SPEEDY,SPEEDY,Utilities Internet
PAYMENT_ISI_PULSA,AS,Utilities Telco
PAYMENT_ISI_PULSA,AXIS,Utilities Telco
PAYMENT_ISI_PULSA,FLEXI,Utilities Telco
PAYMENT_ISI_PULSA,FREN,Utilities Telco
PAYMENT_ISI_PULSA,IM3,Utilities Telco
PAYMENT_ISI_PULSA,INDOSAT,Utilities Telco
PAYMENT_ISI_PULSA,MENTARI,Utilities Telco
PAYMENT_ISI_PULSA,THREE,Utilities Telco
PAYMENT_ISI_PULSA,XL_EXTRA,Utilities Telco
PAYMENT_ISI_PULSA,XL_REG,Utilities Telco
PAYMENT_KARTU_KREDIT_ANTAR_BANK,AMEX,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,ANZ,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,BRI,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,BUKOPIN,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,CITIBANK,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,DANAMON,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,GE,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,HSBC,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,MEGA,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,NIAGA,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,PANIN,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_ANTAR_BANK,SCB,Loan CC Bank Lain
PAYMENT_KARTU_KREDIT_BNI,CC_BNI,Loan CC BNI
PAYMENT_KUALA_TANJUNG_MULTIPURPOSE_TERMINAL,KTMT,Ticketing
PAYMENT_MPN,MPN_G2,Payment MPN G2
PAYMENT_MULTIFINANCE,ACC_FINANCE,Loan Pinjaman
PAYMENT_MULTIFINANCE,ADIRA_FINANCE,Loan Pinjaman
PAYMENT_MULTIFINANCE,BAF,Loan Pinjaman
PAYMENT_MULTIFINANCE,FIF,Loan Pinjaman
PAYMENT_MULTIFINANCE,KREDITPLUS,Loan Pinjaman
PAYMENT_MULTIFINANCE,NSC_FINANCE,Loan Pinjaman
PAYMENT_MULTIFINANCE,OTO_FINANCE,Loan Pinjaman
PAYMENT_MULTIFINANCE,SMS_FINANCE,Loan Pinjaman
PAYMENT_PASKA_BAYAR_TELEPON,FREN_POSTPAID,Utilities Telco
PAYMENT_PASKA_BAYAR_TELEPON,HALO,Utilities Telco
PAYMENT_PASKA_BAYAR_TELEPON,INDOSAT_POSTPAID,Utilities Telco
PAYMENT_PASKA_BAYAR_TELEPON,MATRIX,Utilities Telco
PAYMENT_PASKA_BAYAR_TELEPON,TELKOM,Utilities Telco
PAYMENT_PASKA_BAYAR_TELEPON,THREE_POSTPAID,Utilities Telco
PAYMENT_PASKA_BAYAR_TELEPON,XPLOR,Utilities Telco
PAYMENT_PEGADAIAN_KCA,PEGADAIAN,Payment Pegadaian
PAYMENT_PEGADAIAN_MIKRO,PEGADAIAN,Payment Pegadaian
PAYMENT_PEGADAIAN_TABUNGAN_EMAS,PEGADAIAN,Payment Pegadaian
PAYMENT_PEMBAYARAN_ACT,ACT,Payment Others
PAYMENT_PEMBAYARAN_BNP2TKI,TKI,Payment Others
PAYMENT_PEMBAYARAN_JICT,JICT,Payment Others
PAYMENT_PEMBAYARAN_PAJAK_DAERAH,BPHTB,Payment Pajak
PAYMENT_PEMBAYARAN_PAJAK_DAERAH,BPHTB_BANYUASIN,Payment Pajak
PAYMENT_PEMBAYARAN_PAJAK_DAERAH,PAJAKDAERAH,Payment Pajak
PAYMENT_PEMBAYARAN_PAJAK_DAERAH,PDL,Payment Pajak
PAYMENT_PEMBAYARAN_PBB,PBB,Payment Pajak
PAYMENT_PEMBAYARAN_PELINDO1,PELINDO I,Payment Pelindo
PAYMENT_PEMBAYARAN_PELINDO2,PELINDO 2,Payment Pelindo
PAYMENT_PEMBAYARAN_PELINDO3,PELINDO III,Payment Pelindo
PAYMENT_PEMBAYARAN_PELUNASAN_HAJI,?,Payment Others
PAYMENT_PEMBAYARAN_PGN,PGN,Utilities Gas
PAYMENT_PEMBAYARAN_RUMAH_ZAKAT,RUMAH_ZAKAT,Charity
PAYMENT_PEMBAYARAN_SAMSAT,SAMSAT_NASIONAL,Payment Pajak
PAYMENT_PEMBAYARAN_TIKET_RAILINK,RAILINK,Payment Ticketing
PAYMENT_PEMBAYARAN_TPKKOJA,TPK_KOJA,Payment Others
PAYMENT_PEMBELIAN_DIGITAL_VOUCHER,DIGITAL_VOUCHER,Utilities Telco
PAYMENT_PEMBELIAN_LPG3K,Pertamina LPG3K,Utilities GAs
PAYMENT_PEMBELIAN_PAKET_DATA,INDOSAT_DATA,Utilities Telco
PAYMENT_PEMBELIAN_PAKET_DATA,TSELDATA,Utilities Telco
PAYMENT_PEMBELIAN_PAKET_DATA,XL_DATA,Utilities Telco
PAYMENT_PEMBELIAN_PLN_PREPAID,?,Utilities PLN
PAYMENT_PEMBELIAN_TOPUP_LINKCASH,LINKAJATCASH,Fintech Linkaja
PAYMENT_PEMBELIAN_VOUCHER_TV,ORANGETV,Utilities TV
PAYMENT_PENDIDIKAN,SBMPTN,Payment Pendidikan
